-3.914577,0.770903,0.775
-3.525396,0.708,1.000553
-3.735507,0.708,0.954099
-3.91325,0.708,0.859989
-4.090849,-0.782097,0.465
-3.986737,-0.826977,0.465
-4.093172,-0.708,0.708744
-4.094382,-0.773344,0.62
-3.987307,-0.816267,0.62
-3.914517,-0.770953,0.775
-3.73777,-0.843178,0.775
-3.55412,-0.880437,0.775
-3.913515,-0.708,0.859848
-3.735456,-0.708,0.95412
-3.52543,-0.708,1.000494
-2.203869,-0.531,1.499495
-2.209654,-0.354,1.518257
-2.209548,-0.177,1.526409
-2.209573,0.177,1.526829
-2.209666,0.354,1.518306
-2.20075,0.531,1.499794
-2.663899,-0.866943,0.465
-2.663908,-0.878217,0.62
-2.663809,-0.875897,0.775
-2.659789,-0.840583,0.93
-2.65965,-0.696035,1.24
-2.659652,0.696036,1.24
-2.659792,0.840531,0.93
-2.663803,0.875879,0.775
-2.663895,0.878211,0.62
-2.663894,0.866946,0.465
-1.785388,-0.531,1.516109
-1.773698,-0.354,1.531695
-1.773651,-0.177,1.539208
-1.773648,0,1.541761
-1.773646,0.177,1.539318
-1.773681,0.354,1.531902
-1.78642,0.531,1.516001
-2.210955,-0.869566,0.465
-2.210932,-0.881432,0.62
-2.210896,-0.880102,0.775
-2.214585,-0.849561,0.93
-2.210819,-0.708,1.234197
-2.21082,0.708,1.234114
-2.214591,0.849555,0.93
-2.210895,0.880153,0.775
-2.210937,0.88151,0.62
-2.210951,0.869566,0.465
-1.333223,-0.531,1.491987
-1.337043,-0.354,1.511109
-1.336891,-0.177,1.519493
-1.336973,0,1.522082
-1.336881,0.177,1.51951
-1.337038,0.354,1.511131
-1.333228,0.531,1.49196
-1.773635,-0.866355,0.465
-1.773629,-0.878708,0.62
-1.773576,-0.878553,0.775
-1.773341,-0.854252,0.93
-1.776915,-0.70658,1.24
-1.77792,0.707613,1.24
-1.773358,0.854274,0.93
-1.773576,0.878549,0.775
-1.773625,0.878723,0.62
-1.773635,0.866296,0.465
-0.890844,-0.531,1.446643
-0.890032,-0.354,1.469231
-0.884294,-0.177,1.478449
-0.884136,0,1.481475
-0.884278,0.177,1.478436
-0.890213,0.354,1.4692
-0.888568,0.531,1.446069
-1.331121,-0.866195,0.465
-1.331643,-0.873856,0.62
-1.332946,-0.872755,0.775
-1.351721,-0.852793,0.93
-1.35219,-0.690512,1.24
-1.352191,0.690473,1.24
-1.351718,0.852816,0.93
-1.332946,0.872755,0.775
-1.331647,0.874015,0.62
-1.331122,0.866191,0.465
-0.80265,-0.531,1.434641
-0.802037,-0.354,1.459383
-0.790243,-0.177,1.46902
-0.789929,0,1.472195
-0.790272,0.177,1.469162
-0.802015,0.354,1.459493
-0.80265,0.531,1.434641
-0.88675,-0.882176,0.775
-0.898869,-0.846251,0.93
-0.887415,-0.708,1.177406
-0.887431,0.708,1.177426
-0.898859,0.846302,0.93
-0.898447,0.881578,0.775
-0.710382,-0.531,1.418474
-0.710833,-0.354,1.453876
-0.712051,-0.177,1.465738
-0.711965,0,1.469404
-0.712103,0.177,1.466595
-0.710762,0.354,1.453724
-0.71036,0.531,1.418442
-0.804931,-0.881634,0.775
-0.805629,-0.84201,0.93
-0.803295,-0.708,1.164375
-0.801985,0.708,1.163996
-0.805614,0.842084,0.93
-0.804962,0.881636,0.775
-0.61925,0,1.463305
-0.711445,-0.879363,0.775
-0.712417,-0.833965,0.93
-0.712339,-0.708,1.142373
-0.712372,0.708,1.142389
-0.712382,0.833983,0.93
-0.71144,0.878706,0.775
-0.53258,-0.860315,0.775
-0.537804,-0.80799,0.93
-0.537813,0.807991,0.93
-0.532727,0.86004,0.775
-0.448962,-0.839425,0.775
-0.445602,-0.787358,0.93
-0.445678,0.787472,0.93
-0.448924,0.839346,0.775
-0.357551,-0.813607,0.775
-0.360264,-0.732508,0.93
-0.360264,0.732508,0.93
-0.357551,0.813607,0.775
-0.358472,-0.854816,0.465
-0.35344,-0.843219,0.62
-0.266924,-0.785619,0.775
-0.267003,0.785656,0.775
-0.35354,0.84327,0.62
-0.358534,0.854825,0.465
-0.269317,-0.811458,0.465
-0.268136,-0.804292,0.62
-0.268197,0.804307,0.62
-0.269342,0.81147,0.465
-0.621253,-0.531,1.285696
-0.621275,0.531,1.285737
-0.533969,-0.531,1.180128
-0.490344,-0.354,1.234426
-0.495691,0.354,1.241389
-0.534026,0.531,1.180098
-0.445672,-0.531,1.079829
-0.445137,-0.354,1.175256
-0.436791,-0.177,1.236165
-0.439299,0,1.264792
-0.436722,0.177,1.236187
-0.445245,0.354,1.175349
-0.446293,0.531,1.080073
-0.354755,-0.531,1.011528
-0.355154,-0.354,1.060275
-0.353631,-0.177,1.120882
-0.357297,0,1.152429
-0.353552,0.177,1.120926
-0.355177,0.354,1.060286
-0.354805,0.531,1.011582
-0.268004,-0.531,0.921947
-0.266712,-0.354,0.98417
-0.266089,-0.177,1.022771
-0.262915,0,1.033335
-0.266059,0.177,1.022744
-0.266679,0.354,0.984156
-0.267961,0.531,0.921902
-0.172522,-0.354,0.86134
-0.171322,-0.177,0.906964
-0.171894,0,0.924808
-0.171484,0.177,0.907098
-0.172515,0.354,0.861314
-0.138565,-0.354,0.775405
-0.112916,-0.177,0.771715
-0.105148,0,0.771986
-0.1133,0.177,0.77163
-0.138444,0.354,0.775478
-0.164668,-0.708,0.620066
-0.079448,-0.531,0.620117
-0.032483,-0.354,0.619741
-0.009798,-0.177,0.619616
-0.003041,0,0.619356
-0.0098,0.177,0.619613
-0.032492,0.354,0.619718
-0.079458,0.531,0.620097
-0.164633,0.708,0.620038
-0.163766,-0.708,0.466722
-0.081073,-0.531,0.466928
-0.035236,-0.354,0.463217
-0.034943,0.354,0.463374
-0.081074,0.531,0.466946
-0.163769,0.708,0.466718
